Тикер;Шаг цены;Комиссия;Начало периода;Конец периода;Индекс начала периода;Индекс конца периода;Полное название стратегии;Сокращенное название стратегии;Описание стратегии
RTS.F;10;2.5;18 12 2020;17 06 2021;16;17;Обратная MonkeyN;Обратная MonkeyN;[ Обратная | MonkeyN | Тип закрытия: FixPercect | N: 100 | Stop: 100 | Уровень ранзака: 3 | % Закрытия: 100 | Фильтр вне ранзака: False | Фильтр выше-ниже: True | Динамический стоп: True ]

Направление;Тип закрытия;Индекс входа;Индекс выхода;Цена входа;Цена выхода;Причина входа;Причина выхода
B;Stop;116595776;116595954;131960;131960;;;
B;Stop;116595952;116595996;131980;131880;;;
S;Stop;116596042;116596067;131950;132050;;;
B;Stop;116596144;116596259;132040;132040;;;
S;Stop;116596292;116596514;132120;132220;;;
B;Stop;116596683;116596977;132220;132220;;;
B;Stop;116596933;116597126;132280;132180;;;
S;Stop;116597040;116597286;132290;132290;;;
S;Stop;116597245;116597318;132230;132330;;;
B;Stop;116597441;116597537;132250;132150;;;
S;Stop;116597598;116597671;132210;132310;;;
B;Stop;116598067;116598344;132470;132370;;;
B;SoftwareClose;116597653;116598645;132180;132200;Фиксированная 3;;
B;SoftwareClose;116596465;116598645;132080;132200;Фиксированная 2;;
B;SoftwareClose;116596248;116598645;132050;132200;Фиксированная 1;;
S;Stop;116598957;116599079;132130;132230;;;
B;Stop;116599165;116599210;132210;132110;;;
S;Stop;116599460;116599696;131980;132080;;;
B;Stop;116599608;116599781;131970;131970;;;
B;Stop;116599776;116599794;132020;131920;;;
B;Stop;116600111;116600265;131970;131870;;;
S;Stop;116599911;116600338;131990;131990;;;
B;Stop;116600365;116600439;131900;131800;;;
S;Stop;116600633;116600666;131760;131860;;;
B;Stop;116600924;116600977;131820;131720;;;
S;Stop;116601096;116601210;131720;131820;;;
S;Stop;116601407;116601506;131780;131880;;;
S;SoftwareClose;116600303;116601507;131930;131870;Фиксированная 1;;
S;Stop;116601600;116601676;131860;131960;;;
B;Stop;116601574;116601889;131840;131840;;;
B;Stop;116601815;116601937;131900;131800;;;
S;Stop;116601866;116601991;131950;131950;;;
B;Stop;116602059;116602096;131890;131790;;;
B;Stop;116601258;116602191;131720;131720;;;
B;Stop;116602353;116602388;131740;131640;;;
B;Stop;116602560;116602763;131650;131550;;;
B;Stop;116603591;116603754;131370;131370;;;
S;Stop;116603440;116603779;131400;131440;;;
B;Stop;116603732;116603842;131380;131280;;;
S;Stop;116603778;116603929;131450;131450;;;
S;Stop;116603895;116603960;131370;131470;;;
B;Stop;116604153;116604481;131420;131320;;;
S;Stop;116604258;116604610;131460;131460;;;
S;Stop;116604521;116604641;131420;131520;;;
B;Stop;116604792;116604820;131440;131340;;;
S;Stop;116605364;116605468;131220;131320;;;
S;Stop;116603051;116605810;131550;131550;;;
S;Stop;116602462;116605916;131680;131680;;;
B;Stop;116605979;116606041;131580;131480;;;
B;Stop;116606495;116606711;131290;131190;;;
S;Stop;116606938;116606967;131160;131260;;;
S;Stop;116606627;116607029;131320;131320;;;
S;Stop;116606458;116607442;131380;131380;;;
S;Stop;116607389;116607449;131310;131410;;;
S;Stop;116606200;116607469;131440;131440;;;
B;Stop;116607570;116607872;131400;131300;;;
S;Stop;116607915;116607969;131400;131500;;;
S;SoftwareClose;116608158;116608199;131590;131470;Фиксированная 3;;
S;SoftwareClose;116602318;116608199;131790;131470;Фиксированная 2;;
S;SoftwareClose;116601966;116608199;131900;131470;Фиксированная 1;;
B;Stop;116608119;116608523;131530;131530;;;
B;Stop;116608522;116608579;131520;131420;;;
B;SoftwareClose;116607220;116608706;131260;131440;Фиксированная 1;;
S;Stop;116609527;116609592;131020;131120;;;
S;Stop;116609160;116609637;131170;131170;;;
B;Stop;116609682;116609781;131080;131080;;;
B;Stop;116609778;116609862;131110;131010;;;
S;Stop;116609940;116610109;131090;131190;;;
S;SoftwareClose;116608705;116610111;131450;131210;Фиксированная 2;;
S;SoftwareClose;116608312;116610111;131560;131210;Фиксированная 1;;
S;Stop;116610945;116611049;131420;131520;;;
B;Stop;116610591;116611121;131410;131410;;;
B;Stop;116611094;116611278;131420;131320;;;
S;Stop;116611347;116611360;131390;131490;;;
B;Stop;116611516;116611650;131400;131300;;;
S;Stop;116611779;116611972;131360;131460;;;
B;Stop;116612043;116612185;131460;131360;;;
B;Stop;116611875;116612189;131320;131320;;;
S;Stop;116612343;116612365;131260;131360;;;
B;Stop;116612513;116612694;131400;131380;;;
S;Stop;116612636;116612916;131440;131440;;;
S;Stop;116612837;116612936;131410;131510;;;
B;Stop;116612693;116612981;131390;131390;;;
B;Stop;116612971;116613045;131430;131330;;;
S;Stop;116613415;116613500;131320;131320;;;
B;Stop;116613520;116613643;131250;131150;;;
S;Stop;116613494;116613735;131300;131300;;;
S;Stop;116613710;116613753;131230;131330;;;
S;Stop;116613162;116613827;131370;131370;;;
B;Stop;116614487;116614684;131500;131500;;;
S;Stop;116615600;116615670;132010;132110;;;
B;Stop;116616106;116616298;132100;132100;;;
B;Stop;116616293;116616444;132110;132010;;;
B;Stop;116615495;116616455;131990;131990;;;
S;Stop;116616866;116616954;131900;132000;;;
B;Stop;116617031;116617073;131900;131800;;;
B;SoftwareClose;116615101;116617074;131720;131810;Фиксированная 4;;
B;SoftwareClose;116614889;116617074;131700;131810;Фиксированная 3;;
B;SoftwareClose;116614674;116617074;131540;131810;Фиксированная 2;;
B;SoftwareClose;116614251;116617074;131480;131810;Фиксированная 1;;
S;Stop;116617149;116617258;131880;131980;;;
B;Stop;116617219;116617519;131830;131830;;;
B;Stop;116617340;116617521;131910;131810;;;
S;SoftwareClose;116617755;116617999;131740;131700;Фиксированная 2;;
S;SoftwareClose;116616501;116617999;132070;131700;Фиксированная 1;;
B;Stop;116617869;116618211;131680;131680;;;
B;Stop;116618106;116618244;131740;131640;;;
S;Stop;116618270;116618347;131710;131810;;;
B;Stop;116618411;116618480;131790;131690;;;
S;Stop;116618640;116618706;131720;131820;;;
B;Stop;116619356;116619646;131980;131980;;;
B;Stop;116619551;116619658;132040;131940;;;
S;Stop;116619401;116619777;132070;132070;;;
S;Stop;116619717;116619937;132020;132120;;;
B;Stop;116619886;116620346;132010;132010;;;
B;Stop;116620182;116620347;132100;132000;;;
B;Stop;116619108;116620756;131900;131900;;;
B;Stop;116620604;116620757;131990;131890;;;
S;Stop;116620519;116620823;132020;132020;;;
S;Stop;116620785;116620850;131970;132070;;;
S;Stop;116620232;116620969;132160;132160;;;
B;Stop;116621130;116621372;132070;132070;;;
S;Stop;116621259;116621664;132110;132210;;;
B;Stop;116621944;116622143;132290;132190;;;
B;SoftwareClose;116621362;116622183;132080;132110;Фиксированная 2;;
B;SoftwareClose;116618801;116622183;131790;132110;Фиксированная 1;;
S;Stop;116622829;116622857;131930;132030;;;
B;Stop;116622890;116623123;131930;131830;;;
B;Stop;116624125;116624446;131830;131830;;;
B;Stop;116623982;116624460;131790;131790;;;
B;Stop;116624348;116624510;131880;131780;;;
S;Stop;116624599;116624644;131860;131960;;;
B;Stop;116624930;116625163;132020;132010;;;
B;Stop;116625162;116625415;132000;131900;;;
S;Stop;116625248;116625560;132030;132030;;;
B;Stop;116625588;116625630;131940;131840;;;
S;Stop;116625931;116626055;131850;131850;;;
S;Stop;116625742;116626087;131890;131890;;;
B;Stop;116626147;116626279;131790;131690;;;
S;Stop;116626021;116626426;131840;131840;;;
B;Stop;116626462;116626680;131740;131640;;;
S;Stop;116626910;116627042;131610;131710;;;
S;Stop;116626356;116627145;131790;131790;;;
S;SoftwareClose;116625550;116627380;131960;131750;Фиксированная 2;;
S;SoftwareClose;116622358;116627380;132130;131750;Фиксированная 1;;
B;Stop;116627518;116627593;131770;131770;;;
B;Stop;116627377;116627596;131760;131760;;;
B;Stop;116627585;116627652;131830;131730;;;
S;Stop;116627769;116627808;131750;131850;;;
B;Stop;116627907;116627978;131800;131700;;;
S;Stop;116628268;116628423;131700;131800;;;
B;Stop;116628690;116628819;131860;131760;;;
S;Stop;116628752;116628938;131890;131890;;;
S;Stop;116628904;116629007;131830;131930;;;
B;Stop;116629664;116629908;131990;131990;;;
B;Stop;116629870;116630162;132010;132010;;;
B;Stop;116630142;116630238;132050;131950;;;
S;Stop;116630004;116630442;132060;132060;;;
S;Stop;116630274;116630610;132010;132110;;;
B;SoftwareClose;116630749;116630909;132090;132080;Фиксированная 4;;
B;SoftwareClose;116630528;116630909;132000;132080;Фиксированная 3;;
B;SoftwareClose;116629200;116630909;131900;132080;Фиксированная 2;;
B;SoftwareClose;116628377;116630909;131690;132080;Фиксированная 1;;
B;Stop;116631275;116631376;131840;131740;;;
S;Stop;116631767;116631894;131740;131840;;;
S;Stop;116631170;116631907;131890;131890;;;
B;Stop;116632061;116632139;131790;131690;;;
S;Stop;116632178;116632449;131770;131770;;;
B;Stop;116632375;116632550;131730;131680;;;
B;Stop;116632549;116632782;131690;131590;;;
B;Stop;116632971;116633108;131610;131510;;;
S;Stop;116633395;116633576;131520;131620;;;
S;Stop;116632893;116633667;131650;131650;;;
S;Stop;116632719;116633801;131740;131740;;;
S;Stop;116632446;116633809;131760;131760;;;
B;Stop;116633967;116634153;131780;131680;;;
S;Stop;116634310;116634376;131720;131720;;;
S;Stop;116634374;116634567;131700;131700;;;
S;Stop;116634565;116634610;131690;131790;;;
B;Stop;116634452;116634634;131660;131660;;;
S;Stop;116634778;116634825;131710;131810;;;
S;SoftwareClose;116630908;116634826;132110;131800;Фиксированная 1;;
B;Stop;116634628;116635005;131690;131690;;;
S;Stop;116635139;116635286;131780;131880;;;
B;Stop;116634956;116635547;131740;131740;;;
S;Stop;116635585;116635733;131840;131940;;;
B;Stop;116636084;116636241;132030;132030;;;
S;Stop;116636369;116636483;132120;132120;;;
S;Stop;116636478;116636537;132110;132210;;;
S;Stop;116636643;116636895;132160;132260;;;
B;Stop;116637711;116637900;132540;132440;;;
S;Stop;116637933;116638174;132540;132640;;;
S;Stop;116638398;116638599;132600;132700;;;
B;Stop;116639626;116640002;132890;132890;;;
B;Stop;116639930;116640075;132960;132860;;;
S;Stop;116640186;116640537;132900;133000;;;
S;Stop;116641358;116641448;133260;133360;;;
B;Stop;116641802;116642184;133440;133440;;;
B;Stop;116642115;116642212;133490;133390;;;
B;Stop;116641148;116642557;133200;133200;;;
S;Stop;116642823;116643038;133170;133270;;;
B;Stop;116642957;116643183;133130;133130;;;
S;Stop;116643259;116643442;133210;133310;;;
B;Stop;116643079;116643470;133190;133190;;;
B;Stop;116643466;116643560;133210;133110;;;
B;SoftwareClose;116638230;116643815;132540;133130;Фиксированная 4;;
B;SoftwareClose;116636562;116643815;132110;133130;Фиксированная 3;;
B;SoftwareClose;116636239;116643815;132050;133130;Фиксированная 2;;
B;SoftwareClose;116635434;116643815;131810;133130;Фиксированная 1;;
B;Stop;116643884;116644147;133040;133040;;;
S;Stop;116643766;116644335;133090;133190;;;
B;Stop;116644145;116644428;133060;133060;;;
B;Stop;116644416;116644442;133120;133020;;;
S;Stop;116644614;116644661;133070;133170;;;
B;Stop;116644802;116645035;133100;133100;;;
B;Stop;116645034;116645072;133110;133010;;;
S;Stop;116645303;116645503;132970;133070;;;
B;Stop;116645596;116645648;132990;132890;;;
S;Stop;116645855;116645911;132880;132980;;;
B;Stop;116646277;116646665;133170;133070;;;
S;Stop;116646726;116646987;133080;133120;;;
S;Stop;116647594;116647824;132900;133000;;;
S;SoftwareClose;116646986;116647825;133130;133010;Фиксированная 1;;
B;Stop;116648201;116648247;133260;133160;;;
S;Stop;116648282;116648373;133260;133360;;;
B;Stop;116648927;116649088;133410;133410;;;
B;Stop;116648693;116649162;133370;133370;;;
B;Stop;116649083;116649175;133440;133340;;;
S;Stop;116649267;116649290;133410;133510;;;
B;Stop;116649357;116649387;133410;133310;;;
B;Stop;116648487;116649389;133290;133290;;;
B;Stop;116649650;116649862;133140;133140;;;
S;Stop;116649542;116649919;133180;133200;;;
S;Stop;116649918;116650117;133220;133320;;;
B;Stop;116650233;116650303;133280;133180;;;
B;Stop;116649852;116650307;133160;133160;;;
S;Stop;116650325;116650501;133260;133360;;;
B;Stop;116650462;116650679;133240;133240;;;
B;Stop;116650568;116650703;133330;133230;;;
S;Stop;116650783;116650876;133330;133330;;;
B;Stop;116650823;116650939;133270;133170;;;
S;Stop;116651031;116651319;133170;133170;;;
S;Stop;116651290;116651394;133130;133230;;;
S;Stop;116650854;116651433;133300;133300;;;
B;Stop;116651486;116651497;133220;133120;;;
S;SoftwareClose;116651864;116651919;133060;132930;Фиксированная 3;;
S;SoftwareClose;116651784;116651919;133070;132930;Фиксированная 2;;
S;SoftwareClose;116651568;116651919;133170;132930;Фиксированная 1;;
S;Stop;116651941;116651988;133020;133120;;;
S;Stop;116652165;116652256;133090;133190;;;
B;Stop;116652356;116652465;133110;133110;;;
S;Stop;116652487;116652563;133170;133270;;;
S;Stop;116652892;116653017;133340;133440;;;
S;Stop;116653398;116653521;133530;133630;;;
B;Stop;116653335;116653599;133480;133480;;;
B;Stop;116653587;116653635;133530;133430;;;
B;SoftwareClose;116652830;116653773;133300;133500;Фиксированная 3;;
B;SoftwareClose;116652453;116653773;133160;133500;Фиксированная 2;;
B;SoftwareClose;116652023;116653773;133040;133500;Фиксированная 1;;
S;Stop;116653930;116654133;133430;133430;;;
S;Stop;116653743;116654405;133480;133480;;;
S;Stop;116654082;116654430;133410;133510;;;
B;Stop;116654495;116654640;133460;133360;;;
B;Stop;116655086;116655210;133210;133110;;;
B;Stop;116655435;116655592;133090;132990;;;
S;Stop;116655817;116655865;133020;133120;;;
B;Stop;116655943;116655979;133030;132930;;;
S;Stop;116656023;116656302;132990;132990;;;
S;Stop;116656247;116656386;132980;133080;;;
B;Stop;116656078;116656430;132950;132950;;;
B;Stop;116656421;116656491;132990;132890;;;
S;Stop;116657046;116657315;132730;132830;;;
S;SoftwareClose;116655368;116657434;133140;133160;Фиксированная 3;;
S;SoftwareClose;116654954;116657434;133230;133160;Фиксированная 2;;
S;SoftwareClose;116654554;116657434;133490;133160;Фиксированная 1;;
S;Stop;116657587;116657881;133040;133040;;;
S;Stop;116657775;116657928;133010;133110;;;
S;Stop;116657485;116657928;133110;133110;;;
S;Stop;116658126;116658177;133070;133170;;;
S;Stop;116658506;116658740;133220;133320;;;
B;Stop;116658867;116658986;133280;133180;;;
B;Stop;116658405;116658986;133180;133180;;;
B;SoftwareClose;116658059;116658987;133040;133190;Фиксированная 1;;
S;Stop;116659921;116659976;132920;133020;;;
S;Stop;116659391;116659976;133020;133020;;;
B;Stop;116660050;116660499;132940;132840;;;
S;Stop;116661168;116661502;132690;132690;;;
S;Stop;116661444;116661507;132620;132720;;;
S;Stop;116660923;116661564;132750;132750;;;
S;SoftwareClose;116661691;116661976;132800;132710;Фиксированная 2;;
S;SoftwareClose;116660331;116661976;132950;132710;Фиксированная 1;;
S;Stop;116661995;116662323;132790;132890;;;
B;Stop;116662613;116662750;132890;132790;;;
B;Stop;116661876;116662751;132780;132780;;;
S;Stop;116662797;116662919;132870;132870;;;
S;Stop;116662918;116662988;132860;132960;;;
B;Stop;116663515;116663969;133040;133040;;;
B;Stop;116663883;116663980;133110;133010;;;
B;Stop;116663255;116664012;132980;132980;;;
S;Stop;116664072;116664154;133080;133180;;;
B;Stop;116664295;116664406;133160;133060;;;
S;Stop;116664630;116664788;133080;133180;;;
B;Stop;116665827;116666417;133670;133670;;;
S;Stop;116666683;116666779;133740;133840;;;
B;Stop;116666119;116667022;133720;133720;;;
B;Stop;116666976;116667045;133800;133700;;;
B;Stop;116667134;116667276;133720;133620;;;
B;Stop;116667839;116668133;133490;133390;;;
S;Stop;116668476;116668584;133380;133480;;;
B;Stop;116668672;116668909;133380;133380;;;
S;Stop;116667753;116669073;133510;133510;;;
S;Stop;116668769;116669074;133420;133520;;;
B;Stop;116669117;116669223;133450;133450;;;
B;Stop;116668905;116669234;133400;133400;;;
S;Stop;116669182;116669295;133540;133540;;;
S;Stop;116669264;116669491;133500;133600;;;
B;Stop;116669222;116669678;133460;133460;;;
B;Stop;116669587;116669774;133520;133420;;;
B;SoftwareClose;116662858;116670124;132810;133410;Фиксированная 1;;
S;Stop;116670738;116670927;133180;133280;;;
S;Stop;116670103;116671043;133400;133400;;;
S;SoftwareClose;116669989;116672853;133460;132000;Фиксированная 4;;
S;SoftwareClose;116667431;116672853;133630;132000;Фиксированная 3;;
S;SoftwareClose;116667225;116672853;133740;132000;Фиксированная 2;;
S;SoftwareClose;116667101;116672853;133770;132000;Фиксированная 1;;
S;Stop;116674379;116674521;132210;132310;;;
B;Stop;116674672;116674777;132280;132180;;;
S;Stop;116675518;116675617;131850;131950;;;
B;Stop;116675742;116675777;131960;131860;;;
S;Stop;116675922;116676126;131780;131780;;;
S;Stop;116676125;116676366;131770;131870;;;
B;Stop;116676229;116676411;131760;131760;;;
B;Stop;116676387;116676482;131810;131710;;;
S;Stop;116676515;116676587;131800;131800;;;
S;Stop;116676580;116676645;131780;131880;;;
B;Stop;116676744;116677053;131810;131810;;;
S;Stop;116676797;116677176;131860;131960;;;
B;Stop;116677037;116677309;131830;131830;;;
B;Stop;116677249;116677349;131900;131800;;;
S;Stop;116677645;116677820;131730;131830;;;
B;Stop;116678052;116678241;131840;131840;;;
B;Stop;116678240;116678387;131850;131850;;;
B;Stop;116678344;116678423;131880;131780;;;
B;Stop;116677905;116678443;131760;131760;;;
S;Stop;116678287;116678578;131910;131910;;;
S;Stop;116678508;116678622;131830;131930;;;
B;Stop;116678675;116678804;131870;131770;;;
B;Stop;116678971;116679011;131840;131740;;;
S;Stop;116679837;116680244;131450;131450;;;
S;Stop;116680159;116680419;131420;131520;;;
S;Stop;116679422;116680432;131570;131570;;;
S;Stop;116680829;116681027;131570;131670;;;
S;SoftwareClose;116678862;116681110;131860;131780;Фиксированная 1;;
B;Stop;116681410;116681532;131740;131740;;;
B;Stop;116681517;116681619;131750;131650;;;
B;Stop;116680765;116681745;131530;131530;;;
S;Stop;116681813;116681982;131620;131620;;;
B;Stop;116681899;116682099;131580;131480;;;
S;Stop;116681981;116682186;131610;131610;;;
S;Stop;116682161;116682190;131550;131650;;;
B;Stop;116682231;116682482;131600;131600;;;
B;Stop;116682403;116682515;131630;131530;;;
B;Stop;116679933;116682706;131380;131380;;;
S;Stop;116682849;116683170;131370;131470;;;
B;Stop;116683315;116683393;131410;131310;;;
